ObjectId,DBA_Name,License_Effective_Date,NAICS_Code,NAICS_Description,Exempt,City,State,Zip_Code
237,5D SHIELD,7/15/2018,'10-6289,SECURITIES ALL OTHER,No,Avon,CO,81620
238,5SEEDS ,9/15/2018,'03-5631,WOMENS ACCESS & SPEC STORES,No,Centennial,CO,80112
239,6285 OUTLOOK LLC,10/1/2009,'10-6531,REAL ESTATE AGENTS,No,BOULDER,CO,80301
240,7 Eleven Store 13164A,5/3/2012,'01-5411,GROCERY STORES,No,Boulder,CO,80304
241,7-ELEVEN STORE #35069B,12/14/2018,'05-5300,GENERAL MERCHANDISE STORES,No,Boulder,CO,80302
242,7-ELEVEN STORE #35069H,5/10/2018,'05-5300,GENERAL MERCHANDISE STORES,No,Boulder,CO,80302
243,7D IMAGING INC,8/27/2013,'12-7371,COMPUTER PROGRAMMING,No,Boulder,CO,80303
244,8 DAYS A WEEK COLOR IMAGING & COPY CENTER,8/31/2017,'10-3555,PRINTING TRADES,No,Boulder,CO,80302
245,"800-FLOWERS, INC",9/1/2010,'05-5992,FLORISTS,No,CARLE PLACE,NY,11514
246,8000 METERS OF FREEDOM,11/1/2011,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,BOULDER,CO,80303
247,"8X8, INC",6/1/2011,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,San Jose,CA,95131
248,9 BAR TECH CO.,10/1/2014,'10-7699,MISC REPAIR SHOPS,No,Denver,CO,80216
249,9 ROUND,7/15/2015,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80302
250,90 MONKEYS LLC,1/1/2019,'10-7991,PHYSICAL FITNESS FACILITIES,No,Boulder,CO,80304
251,9to5 COLORADO,9/8/2019,'10-8621,PROFESSIONAL ORGS,Yes,Denver,CO,80211
252,A & E Building Systems,1/1/2012,'08-5211,LUMBER & OTHER BLDG MATS,No,Golden,CO,80403
253,"A & E TECHNOLOGIES, LLC",6/5/2010,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80301
254,AARON PAUL DESIGNS ,5/26/2018,'05-5900,MISC RETAIL,No,Lakewood,CO,80412
255,AARONS INC,2/1/2019,'10-7394,EQUIP RENTAL & LEASING/NO CARS,No,Keenesaw,GA,30144
256,ACUBLISS ACUPUNCTURE & HOLISTIC MEDICINE,3/1/2011,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80301
257,"AGUAZUL-BLUEWATGER, INC-MP-12 PEARL STREET PROJECT",11/15/2012,'10-8091,MISC HEALTH SVCS,No,Boulder,CO,80302
258,AAY'S PURE THAI,1/1/2018,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80301
259,AHERN RENTALS INC,10/11/1998,'10-7394,EQUIP RENTAL & LEASING/NO CARS,No,DENVER,CO,80216
260,AB DESIGN LLC,1/1/2012,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80305
261,AHNA'S CULTURAL GIFTS ,7/28/2018,'05-5900,MISC RETAIL,No,Tampa,FL,33647
262,ABACUS CABINETRY ,5/1/2019,'10-2434,WOOD KITCHEN CABINETS,No,Denver,CO,80223
263,AIDA ZEA ARTS,8/1/2018,'10-8900,MISC SERVICES A,No,Boulder,CO,80302
264,ABATEMENT TECHNOLOGIES INC,1/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,Suwanee,GA,30024
265,AIDAN SKIN CARE ,1/1/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80301
266,ABB Enterprise Software Inc. ,1/1/2009,'12-7371,COMPUTER PROGRAMMING,No,Boulder,CO,80302
267,AILCO EQUIPMENT FINANCE GROUP ,1/1/2019,'10-7394,EQUIP RENTAL & LEASING/NO CARS,No,Waukesha,WI,53186
268,"ABB POWER ELECTRONICS, INC",1/1/2015,'10-7389,BUSINESS SERVICES ALL OTHER,No,Plano,TX,75074
269,"AIM HIGH EQUIPMENT RENTA, INC",2/1/2013,'10-7394,EQUIP RENTAL & LEASING/NO CARS,No,Brighton,CO,80601
270,"ABBOTT LABORATORIES, INC",8/1/1999,'05-5999,MISC RETAIL STORES,No,ABBOTT PARK,IL,60064-3500
271,"AIR CONDITIONING ASSOCIATES, INC",4/25/2008,'09-1721,PAINTING,No,Englewood,CO,80110
272,ABC AUTO BODY OF BOULDER,6/1/2014,'10-7539,GENERAL AUTO REPAIR SHOPS,No,Boulder,CO,80301
273,"AIR FILTER SOLUTIONS, INC",7/15/2006,'10-5075,HEATING & A/C-WHLSL,No,DENVER,CO,80204-3733
274,ABC ENGRAVING,6/1/1990,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80302
275,AIR FORCE ROTC UNIT FUND,7/31/1979,'10-8221,COLLEGES & UNIVERSITIES,Yes,BOULDER,CO,80309
276,"ABC FOR KIDS II, LLC",6/11/2012,'10-7999,AMUSEMENT & RECREATION,No,Boulder,CO,80301
277,AIR LIQUIDE ADVANCED TECHNOLOGIES US LLC,1/1/2006,'06-4924,NATURAL GAS,No,HOUSTON,TX,77056
278,ABC LOCK AND KEY OF BOULDER,3/1/2006,'10-7699,MISC REPAIR SHOPS,No,BOULDER,CO,80305
279,AIR LIQUIDE ELECTRONICS U.S. LP,1/1/2005,'05-5984,BOTTLED GAS,No,HOUSTON,TX,77056
280,"ABC SUPPLY COMPANY, INC",2/1/1996,'08-5211,LUMBER & OTHER BLDG MATS,No,Fort Collins,CO,80524
281,AIR SYSTEMS INC,5/1/2018,'09-1522,GENERAL CONTRACTORS,No,Englewood,CO,80110
282,ABERDEEN CONSTRUCTION,7/15/2001,'09-1799,SPECIAL TRADE CONTRACTORS B,No,Denver,CO,80211
283,"AIRBNB, INC",1/1/2017,'12-7374,DATA PROC SVCS,No,San Francisco,CA,94103
284,ABLE BUILDING MAINTENANCE COMPANY,1/1/2014,'10-7349,BLDG MAINTENANCE SVCS,No,San Francisco,CA,94107
285,AIRBUS HELICOPTERS INC,1/1/2010,'10-5088,TRANSPORTATION EQPMT-WHLSL,No,GRAND PRAIRIE,TX,75052
286,ABLEMAN SEAMLESS GUTTERS LLC,7/31/2018,'10-3400,FABRICATED METAL PRODS,No,Denver,CO,80211
287,AIRCAT AERIAL ARTS,4/1/2001,'10-7970,ADMISSIONS,No,Boulder,CO,80302
288,"ABM INDUSTRY GROUPS, LLC",1/12/2017,'10-7349,BLDG MAINTENANCE SVCS,No,Sugarland,TX,77478
289,AIRE-MASTER OF THE COLORADO HIGHLANDS,9/1/2013,'10-7389,BUSINESS SERVICES ALL OTHER,No,Loveland,CO,80538
290,ABO'S COMMISSARY,4/28/1977,'10-5141,GROCERIES -WHLSL,No,Boulder,CO,80301
291,AIRGAS  ,10/1/2012,'10-8099,HEALTH SERVICES ALL OTHER,No,BOULDER,CO,80301
292,ABO'S PIZZA,6/1/2013,'02-5800,EATING & DRINKING PLACES,No,BOULDER,CO,80304
293,ABO'S PIZZA,2/7/1997,'02-5812,EATING PLACES,No,BOULDER,CO,80305
294,ABO'S PIZZA,5/27/2017,'02-5812,EATING PLACES,No,Niwot,CO,80503
295,ABO'S PIZZA SOUTH ,6/30/2019,'01-5421,MEAT & FISH MARKETS A,No,Boulder,CO,80305
296,ABOUT FACES INK,2/1/2018,'10-8999,MISC SERVICES B,No,Boulder,CO,80301
297,ABOUTGOLF GLOBAL ,10/1/2019,'12-7372,COMPUTER SOFTWARE,No,Maumee,OH,43537
298,ABP WORKS ,6/28/2018,'04-5712,FURNITURE STORES,No,Ashland,NE,68003
299,ABRA AUTO BODY & GLASS,1/1/2016,'07-5500,AUTO DEALDERS & SERV STATIONS,No,Boulder,CO,80301
300,ABRAHAM PAISS & ASSOCIATES,1/1/2004,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80304
301,ABRAMSON SPRINKLERS,4/15/2018,'10-8999,MISC SERVICES B,No,Boulder,CO,80305
302,ABRASIVE TECHNOLOGY INC,1/1/2011,'05-5999,MISC RETAIL STORES,No,LEWIS CENTER,OH,43035
303,ABSOLUTE CAULKING & WATERPROOFING,2/22/2017,'09-1799,SPECIAL TRADE CONTRACTORS B,No,Wheat Ridge,CO,80033
304,"ABSOLUTE TEMPERATURE, INC",3/1/1995,'09-1711,PLUMBING HTG A/C,No,Wheat Ridge,CO,80033
305,ABSTRACTS IN PHOTOGRAPHY LTD.,6/1/2016,'05-5947,"GIFT, SOUVENIR SHOPS",No,Colorado Springs,CO,80915
306,ABT ASSOCIATES INC,5/17/2015,'10-7392,CONSULTING SERVICES,No,Boulder,CO,80302
307,ABUNDANT LIFE,5/1/1989,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80302
308,"AC & C COMPANIES, INC",8/1/1996,'05-5963,HOME BASED & DIRECT SALES,No,Aurora,CO,80011
309,AC AUTOPAY LLC,8/16/2012,'07-7511,AUTO RENTAL & LEASING,No,Denver,CO,80204
310,AC CONSTRUCTION COMPANY,9/1/2017,'09-1500,GENERAL BLDG CONTRACTORS,No,Denver,CO,80232
311,"AC FLOORS, INC",6/1/2005,'10-5023,HOME FURNISHINGS-WHLSL,No,ENGLEWOOD,CO,80110
312,AC MECHANICAL & ENGINEERING LLC,1/1/2012,'09-1721,PAINTING,No,WHEAT RIDGE,CO,80033
313,ACADEMIC TESTING ADVANTAGE,1/1/2017,'10-8200,EDUCATIONAL SVCS,No,Boulder,CO,80304
314,ACADEMIC TUTOR,2/19/2015,'10-8200,EDUCATIONAL SVCS,No,Lafayette,CO,80026
315,ACAR LEASING LTD,2/1/2008,'07-7515,PASSENGER CAR LEASING,No,Ft Worth,TX,76102
316,ACC LANDSCAPE SERVICES LLC,5/1/2009,'10-781,LANDSCAPE SERVICES,No,LITTLETON,CO,80125
317,ACCELERATED CARE PLUS LEASING INC,5/13/2013,'05-5900,MISC RETAIL,No,Reno,NV,89502
318,ACCENT BRANDING SOLUTIONS ,8/30/2019,'10-3950,OFFICE SUPPLIES,No,Fort Collins,CO,80524
319,ACCENT KITCHEN & BATH INC,1/19/2015,'04-5700,FURNITURE & HOME FURNISHINGS,No,Boulder,CO,80301
320,ACCENT PROPERTIES K AND B,1/1/2018,'10-6500,REAL ESTATE,No,Boulder,CO,80302
321,ACCENT SOLUTIONS & MEDIA LLC,1/1/2003,'05-5999,MISC RETAIL STORES,No,Aurora,CO,80014
322,ACCESS FUND,1/2/2003,'10-8699,MISC MEMBERSHIP ORGS,Yes,BOULDER,CO,80302
323,"ACUITY  BRANDS LIGHTING, INC",9/1/2001,'10-3646,LIGHTING INDUSTRIAL-MFG,No,ATLANTA,GA,30309
324,"ACUITY SPECIALTY PRODUCTS GROUP, INC",9/1/2001,'10-5169,CHEMICALS ALL OTHER-WHLSL,No,ATLANTA,GA,30309
325,"AIRGAS REFRIGERANTS, INC",9/1/2008,'10-2813,INDUSTRIAL GASES,No,DULUTH,GA,30097
326,"ACUPUNCTURE CENTER, LLC, (THE)",1/1/2007,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80301
327,AIRLOUNJ,4/1/2018,'04-5700,FURNITURE & HOME FURNISHINGS,No,Highlands Ranch,CO,80129
328,"ACUPUNCTURE CLINIC OF BOULDER, INC",7/1/2007,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80302
329,AIRLOUNJ ,5/11/2019,'04-5712,FURNITURE STORES,No,Littleton,CO,80120
330,ACUPUNCTURE HEALTH SERVICES,7/1/2005,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80301
331,AIROTAT AIRBRUSH FACE & BODY ,8/3/2018,'10-7299,MISC PERSONAL SERVICES,No,Berthoud,CO,80513
332,AD-WARES INC,1/15/1999,'05-5900,MISC RETAIL,No,ARVADA,CO,80002
333,AIRPRO INC ,7/1/2019,'10-7600,MISC REPAIR SERVICES,No,Denver,CO,80207
334,AIRTECH MECHANICAL CORP,9/6/2001,'09-1711,PLUMBING HTG A/C,No,COMMERCE CITY,CO,80022
335,AIRTV LLC,2/1/2019,'10-8999,MISC SERVICES B,No,Englewood,CO,80112
336,AIRXPANDERS INC,10/1/2018,'10-3840,MEDICAL INSTR & SUPPLIES,No,San Jose,CA,95134
337,AIS INDUSTRIAL & CONSTRUCTION SUPPLY ,10/1/2019,'10-5085,INDUSTRIAL SUPPLIES-WHLSL,No,Denver,CO,80207
338,AIYANA & THOMAS RUTHERFORD,8/30/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
339,AJ ROASTED CHILE & Jerky ,11/10/2018,'01-5400,FOOD STORES,No,Bailey,CO,80421
340,AJEX USA INC,5/1/1994,'05-5999,MISC RETAIL STORES,No,COMMERCE CITY,CO,80022
341,AJI,8/1/2005,'02-5812,EATING PLACES,No,BOULDER,CO,80302
342,"AKAMAI SYSTEMS CONSULTING, INC.",3/1/2015,'12-7379,COMPUTER RELATED SVCS,No,Centennial,CO,80111
343,AKINZ ,5/15/2019,'03-5600,APPAREL & ACCESSORY STORES,No,Fort Collins,CO,80524
344,AKSELS INC,3/1/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Denver,CO,80223
345,AKTIV FITNESS,11/6/2006,'10-7299,MISC PERSONAL SERVICES,No,LONGMONT,CO,80503
346,AL GELATO COLORADO LLC,3/13/2018,'02-5812,EATING PLACES,No,Boulder,CO,80301
347,AL'S BARBERSHOP INC,1/1/2000,'10-7241,BARBER SHOPS,No,BOULDER,CO,80302
348,ALAN MISHELL,1/25/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
349,ALANDI ASHRAM,6/2/1999,'10-8699,MISC MEMBERSHIP ORGS,Yes,BOULDER,CO,80304
350,ALBEMARLE US ,9/1/2019,'10-2899,CHEMICAL ALL OTHER,No,Charlotte,NC,28209
351,ALBERT CHONG,5/28/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
352,ALBERTA ENTERPRISE ,3/1/2018,'05-5900,MISC RETAIL,No,Boulder,CO,80303
353,ALBIN C & ALICEN HALQUIST,4/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
354,ALBION-ANDALUS INC,1/1/2010,'10-7399,MISC BUSINESS SVCS,No,Boulder,CO,80301
355,ALBUMS ON THE HILL,12/1/1987,'04-5733,MUSIC STORES A,No,BOULDER,CO,80302
356,"ALCATEL-LUCENT USA, INC",1/1/1996,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,MURRAY HILL,NJ,7974
357,ALCATRAZ ENGINEERING,3/10/2008,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80304
358,ADAM GOODMAN & JOHANNA SCHAALMAN,6/20/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
359,ADAM HOMAN METAL SCULPTURE ,7/20/2019,'05-5900,MISC RETAIL,No,Tucson,AZ,85745
360,ADAM KEVIL AUCTIONEER ,11/9/2019,'10-7299,MISC PERSONAL SERVICES,No,Westminster,CO,80031
361,ADAM KNOFF,4/4/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
362,ADAM ROSENBERG LLC,11/7/2013,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80305
363,ADAM ROSENTHAL,9/4/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
364,ADAM STENFTENAGEL,8/2/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
365,ADAMANT BREWING COMPANY ,12/1/2018,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80302
366,ADAMEVE,2/1/2019,'03-5600,APPAREL & ACCESSORY STORES,No,Hillsborough,NC,27278
367,ADAMS COUNTY GLASS,10/1/2019,'10-7536,GLASS REPLACEMENT,No,Brighton,CO,80601
368,ADAMS COUNTY GLASS ,12/1/2018,'09-1700,SPECIAL TRADE CONTRACTORS A,No,Brighton,CO,80601
369,ADAPTIVE.SOLUTIONS,9/22/2017,'10-7392,CONSULTING SERVICES,No,Boulder,CO,80301
370,ADCON SIGNS,2/9/2000,'05-5999,MISC RETAIL STORES,No,FORT COLLINS,CO,80524
371,ADELE CARUTH JEWELRY ,10/26/2019,'10-3910,JEWELRY,No,Santa Fe,NM,87506
372,ADEMCO INC,7/29/2018,'10-6289,SECURITIES ALL OTHER,No,Golden Valley,MN,55422
373,"ADERANT NORTH AMERICA, INC",6/1/2015,'12-7372,COMPUTER SOFTWARE,No,Atlanta,GA,30350
374,ADMIRAL/SUNDRELLA FURNITURE ,9/18/2019,'04-5700,FURNITURE & HOME FURNISHINGS,No,Ocala,FL,34471
375,ADO'S,10/1/2015,'02-5812,EATING PLACES,No,Boulder,CO,80302
376,ADORN BY SAMOUCE,7/1/2017,'10-3910,JEWELRY,No,Westminster,CO,80021
377,"ADP COMMERCIAL LEASING, LLC",7/1/2003,'12-7377,COMPUTER RENTAL/LEASING,No,Roseland,NJ,7068
378,ADP LLC - EMPLOYER SERVICE DIVISION,10/1/1999,'05-5999,MISC RETAIL STORES,No,ROSELAND,NJ,7068
379,"ADP SCREENING & SELECTION SERVICES, INC",7/1/2003,'10-7389,BUSINESS SERVICES ALL OTHER,No,Fort Collins,CO,80524
380,ADRENALINE LLC,10/1/2015,'10-16270,BUSINESS CONSULTING,No,Portsmouth,NH,3801
381,ADRIA L. ELLIS,9/6/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
382,ADRIANA ARTISTIC CREATIONS,6/24/2018,'10-8900,MISC SERVICES A,No,Delray Beach,FL,33445
383,ADS IMAGING SOLUTIONS ,5/1/2019,'10-3555,PRINTING TRADES,No,Denver,CO,80223
384,ADT COMMERCIAL LLC,1/1/2008,'10-7382,SECURITY SERVICES,No,Boca Raton,FL,33486
385,ADT LLC,6/30/2012,'10-7382,SECURITY SERVICES,No,Boca Raton,FL,33431
386,ADUE INTERIORS,1/1/2002,'10-7389,BUSINESS SERVICES ALL OTHER,No,Longmont,CO,80501
387,ADVANCE ACCEPTANCE,3/1/1993,'10-7399,MISC BUSINESS SVCS,No,St. Louis Park,MN,55426
388,ADVANCE AUTO PARTS #7264,2/28/2013,'07-5531,AUTO & HOME SUPPLY STORES,No,Boulder,CO,80301
389,ADVANCE SIGN GROUP,8/29/2016,'05-5999,MISC RETAIL STORES,No,Columbus,OH,43228
390,ADVANCED ASSEMBLY LLC ,8/30/2019,'10-3999,MANUFACTURING ALL OTHER,No,Aurora,CO,80011
391,"ADVANCED BUILDING & DEVELOPMENT, LLC",4/1/2006,'10-3579,OFFICE MACHINES-MFG,No,LAFAYETTE,CO,80026
392,ADVANCED CONDUCTOR TECHNOLOGIES LLC,1/1/2013,'10-5063,ELECTRICAL APPARATUS-WHLSL,No,Boulder,CO,80301
393,ADVANCED EXERCISE EQUIPMENT,4/1/2016,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Littleton,CO,80120
394,ADVANCED FIXTURES INC,6/21/1985,'10-2499,WOOD PRODUCTS ALL OTHER,No,FARMERSVILLE,TX,75442-2542
395,ADVANCED FLOORING SOLUTIONS ,12/1/2018,'09-1752,FLOOR LAYING,No,Lakewood,CO,80226
396,ADVANCED FRESH CONCEPTS FRANCHISE CORP,3/1/2016,'10-5049,EQUIPMENT & SUPPLIES ALL OTHER-WHLSL,No,Rancho Dominguez,CA,90220
397,ADVANCED MANUFACTURING TECHNOLOGY,4/1/2016,'10-3999,MANUFACTURING ALL OTHER,No,Loveland,CO,80543
398,"ADVANCED MEDIA TECHNOLOGIES, INC",5/12/2011,'10-5065,ELECTRONIC PARTS AND EQUIPMENT,No,DEERFIELD BEACH,FL,33442
399,ADVANCED NEON SIGN COMPANY,3/1/2001,'10-5199,NONDURABLE GOODS ALL OTHER-WHLSL B,No,DENVER,CO,80204
400,ADVANCED ONLINE ,5/1/2019,'03-5600,APPAREL & ACCESSORY STORES,No,Coppell,TX,75019
401,ALLSTATE AIR FILTER COMPANY,12/1/2002,'10-5086,PROFESSIONAL EQPMT/SUPPLIES-WHLSL,No,FRANKLIN,TN,37067
402,ALLY FINANCIAL,1/1/1985,'10-7512,AUTOMOTIVE,No,DETROIT,MI,48202
403,ALL AMERICAN JUKEBOX AND SLOT MACHINES ,10/1/2019,'10-7600,MISC REPAIR SERVICES,No,Denver,CO,80260
404,ALLYSON DESART INC,5/1/2016,'10-7237,BEAUTY SHOPS B,No,Boulder,CO,80303
405,ALOC MEDIA LLC,11/12/2015,'05-5900,MISC RETAIL,No,Boulder,CO,80304
406,"ALOHA MECHANICAL, INC",10/4/1999,'09-1711,PLUMBING HTG A/C,No,ERIE,CO,80516-6879
407,ALL AROUND ROOFING & EXTERIORS,1/1/2013,'09-1761,ROOFING SIDING SHEET METAL,No,Arvada,CO,80002
408,ALOHA WELLNESS ASSOCIATES INC,10/1/2008,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80305
409,ALL AROUND SOIL & STONE INC ,6/1/2019,'08-5200,"BLDG MATERIALS,GARDEN SUPPLIES",No,Broomfield,CO,80020
410,ALOY THAI CUISINE,6/28/2006,'02-5812,EATING PLACES,No,BOULDER,CO,80302
411,ALL BACKYARD FUN,8/1/2013,'05-5963,HOME BASED & DIRECT SALES,No,Boulder,CO,80301
412,ALPACA CONNECTION,11/25/1988,'03-5651,FAMILY CLOTHING,No,BOULDER,CO,80302
413,ALL BOARDS SPORTS,7/1/2002,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80301
414,AMERICAN ACHIEVEMENT CORPORATION,10/1/2017,'05-5900,MISC RETAIL,No,Dallas,TX,75235
415,ANCIENT ECHO LLC,1/24/2017,'05-5900,MISC RETAIL,No,Broomfield,CO,80020
416,ALPACA RACK LLC ,5/25/2019,'03-5600,APPAREL & ACCESSORY STORES,No,Boulder,CO,80301
417,ALPEN HPP LLC,5/1/2013,'10-3999,MANUFACTURING ALL OTHER,No,Commerce City,CO,80022
418,"ALPENET, LLC",1/1/2001,'10-7389,BUSINESS SERVICES ALL OTHER,No,NEDERLAND,CO,80466
419,ALPENGLO GRAPHICS ,1/1/1990,'10-2741,PUBLISHING MISC,No,Boulder,CO,80304
420,ALPHA OMEGA INDEPENDENT INC,10/27/1977,'10-7538,GENERAL AUTO REPAIR,No,BOULDER,CO,80301
421,ALPHA OMEGA LED CONSULTING,4/2/2019,'10-7392,CONSULTING SERVICES,No,Boulder,CO,80306
422,ALPHA PLUMBING,2/28/2014,'09-1711,PLUMBING HTG A/C,No,Fort Collins,CO,80524
423,ALPHAGRAPHICS OF NORTHERN COLORADO,4/1/2017,'05-5999,MISC RETAIL STORES,No,Loveland,CO,80538
424,ALPHATECH SERVICE INC ,1/1/2020,'11-5734,COMPUTER AND SOFTWARE STORES,No,Colorado Springs,CO,80909
425,"ALPHAY INTERNATIONAL, INC",10/1/2012,'05-5900,MISC RETAIL,No,Blaine,WA,98230
426,"ALPINE AUDIO VISUAL, INC",6/1/2003,'10-7359,EQUIPMENT ALL OTHER,No,BOULDER,CO,80304
427,ALPINE BANK ,2/15/2019,'10-6000,BANKING A,No,Boulder,CO,80302
428,ALPINE BUILDERS HARDWARE ,7/25/2019,'08-5251,HARDWARE STORES,No,Edwards,CO,81632
429,ALPINE CARPET AND TILE,8/25/1995,'04-5713,FLOOR COVERING STORES,No,BOULDER,CO,80301
430,ALPINE CHIROPRACTIC AND REHABILITATION CENTER,1/28/2019,'10-8062,MEDICAL HOSPITALS,No,Boulder,CO,80304
431,ALPINE CHIROPRACTIC CENTER,9/27/1995,'10-8041,CHIROPRACTORS,No,BOULDER,CO,80302
432,ALPINE CLINICAL RESRCH CTR INC,8/1/1994,'10-8922,EDUCATIONAL/SCIENTIFIC,No,BOULDER,CO,80304
433,ALPINE CUSTOM SHUTTERS INC,1/1/2004,'09-1799,SPECIAL TRADE CONTRACTORS B,No,Englewood,CO,80110
434,ALPINE ESSENCE LAVENDER FARM,5/26/2018,'05-5900,MISC RETAIL,No,Berthoud,CO,80513
435,ALPINE GARDENS ,4/1/2019,'10-781,LANDSCAPE SERVICES,No,Fort Collins,CO,80525
436,ALPINE GLASS,4/1/2019,'09-1500,GENERAL BLDG CONTRACTORS,No,Thornton,CO,80229
437,ALPINE HOSPITAL FOR ANIMALS,4/1/2012,'10-742,VETERINARY SERVICES,No,Boulder,CO,80301
438,ALPINE LUMBER COMPANY,5/1/2012,'08-5211,LUMBER & OTHER BLDG MATS,No,Westminster,CO,80021
439,ALPINE MODERN CAFE,1/1/2015,'02-5812,EATING PLACES,No,Boulder,CO,80302
440,ALPINE MODERN CAFE,8/6/2016,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80302
441,ALPINE PIXIE ARTS LLC,6/20/2018,'05-5944,JEWELRY STORES,No,Colorado Springs,CO,80907
442,ALPINE PSYCHOTHERAPY LLC ,9/17/2019,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80303
443,ALPINE RAILING,5/15/2018,'10-3999,MANUFACTURING ALL OTHER,No,Commerce City,CO,80022
444,"ALPINE RESEARCH OPTICS, LLC",4/29/2011,'10-3829,MEASURING DEVICES ALL OTHER-MFG,No,BOULDER,CO,80301
445,ALPINE START FOODS INC,6/1/2017,'10-5149,GROCERIES & RELATED ALL OTHER-WHLSL,No,Boulder,CO,80305
446,"ALPINE SURGICAL, LLC",10/1/2007,'10-8011,PHYSICIANS,No,Boulder,CO,80303
447,"ALPINE UROLOGY, PC",1/1/1988,'10-8011,PHYSICIANS,No,BOULDER,CO,80304
448,ALPINE WASTE & RECYCLING,1/1/2013,'10-16370,TRASH TAX,No,Denver,CO,80229
449,ALPINE WINDOW COVERINGS ,8/10/2018,'10-2591,DRAPERY HARDWARE MFG,No,Denver,CO,80212
450,ALSCO,10/1/1969,'10-7213,LINEN SUPPLIES,No,DENVER,CO,80223
451,ALSO ENERGY INC,1/1/2014,'10-5000,WHOLESALE TRADE - DURABLE GOOD,No,Boulder,CO,80301
452,ALSTOM POWER INC,1/10/2019,'10-3600,ELECTRIC & ELECTRONIC EQUIP,No,Windsor,CT,6095
453,ALSTOM RENEWABLE US LLC,10/1/2017,'10-3531,MACHINERY & EQUIPMENT,No,Windsor,CT,6095
454,ALTA DATA TECHNOLOGIES LLC,10/4/2013,'05-5900,MISC RETAIL,No,Rio Rancho,NM,87124
455,ALTA PHYSICAL THERAPY & PILATES,10/1/1990,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80303
456,ALTAR'D STATE,8/9/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Boulder,CO,80301
457,"ALTAVISTA GROUP, INC, (THE)",8/4/2009,'10-7389,BUSINESS SERVICES ALL OTHER,No,CHESTERFIELD,VA,23832
458,ALL COMMERCIAL FLOORS INC ,7/1/2019,'09-1752,FLOOR LAYING,No,Aurora,CO,80011
459,ALL COPY PRODUCTS,1/15/1999,'05-5999,MISC RETAIL STORES,No,DENVER,CO,80216
460,ALL COUNTY BOULDER PROPERTY MANAGEMENT,12/3/2012,'10-6519,LESSORS REAL PROPERTY,No,Boulder,CO,80303
461,ALL EVENTS INC,12/1/2018,'10-16294,EQUIP RENTAL & LEASING/ MISC,No,Longmont,CO,80501
462,"ANCO ENGINEERS, INC",12/1/1994,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80301
463,ALL FLOORING DESIGN ,1/1/2020,'04-5713,FLOOR COVERING STORES,No,Frisco,CO,80443
464,ANCON SOLAR II LESSEE LLC,12/1/2016,'10-16294,EQUIP RENTAL & LEASING/ MISC,No,Palo Alto,CA,94304
465,AMERICAN APPLIANCE GROUP INC,1/1/2011,'10-7629,ELECTRICAL REPAIR SHOPS,No,Golden,CO,80403
466,ALL GOOD WISHES,9/17/2011,'05-5999,MISC RETAIL STORES,No,BROOMFIELD,CO,80020
